koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_slogg,ra,dec
0,0,1,0,0,1.46842648,132.165432,6.6666,1.51E+05,40.3,1559,1402.93,622.8,1,q1_q17_dr25_tce,4.381,291.88184,43.973171
0,0,1,0,0,4.305917719,132.3501939,5.61993,3.61E+05,71.49,1266,607.76,6104.8,1,q1_q17_dr25_tce,4.44,292.05872,43.925228
0,1,0,0,0,1.28659726,132.1114,3.53,,,,6865.96,,1,q1_q17_dr25_tce,,292.14331,43.922295
0,0,1,1,1,2.535389624,133.38659,2.902,4.18E+02,16.24,1113,362.73,27.3,1,q1_q17_dr25_tce,4.629,294.20117,43.976761
0,1,0,0,0,1.627538928,131.91531,5.583,3.90E+01,1.42,2520,9504.13,29.9,1,q1_q17_dr25_tce,3.934,293.30566,45.007969
0,0,1,0,0,1.506503686,132.9914262,5.02151,4.77E+05,178.15,3250,26341.29,3289.1,1,q1_q17_dr25_tce,4.026,293.60986,45.018631
0,0,1,0,0,1.679585725,131.5600829,7.34648,1.02E+05,28.99,970,209.45,1884.3,1,q1_q17_dr25_tce,4.7,299.16168,45.05191
0,0,1,0,0,5.40346248,133.7451943,7.6494,2.61E+05,108.46,1559,1398.38,2851.3,1,q1_q17_dr25_tce,3.921,300.20993,45.003059
0.303,0,1,0,0,0.824851807,131.6271509,1.93637,3.01E+04,78,2539,9801.46,642.2,1,q1_q17_dr25_tce,3.903,300.99487,45.078861
0,0,1,1,1,0.82484293,131.6424,1.383,6.19E+02,97.92,8138,1040816.86,10,1,q1_q17_dr25_tce,1.458,300.99884,45.076019
0,0,1,1,1,4.4473549,133.8362,18.99,2.04E+02,1.52,954,195.56,25.9,1,q1_q17_dr25_tce,4.597,284.401,45.149391
0,0,0,1,1,7.51509713,138.09408,2.62,1.87E+02,1.23,685,51.99,10.1,1,q1_q17_dr25_tce,4.63,287.93466,46.580421
0,0,1,0,0,7.51514595,138.0800379,3.54486,1.17E+05,35.8,842,118.99,1676.8,1,q1_q17_dr25_tce,4.516,287.94138,46.58239
0,0,1,0,0,19.23003819,132.5814956,7.04412,2.66E+05,186.53,1361,810.65,7232.1,1,q1_q17_dr25_tce,3.844,294.46078,46.58971
0,0,1,0,0,21.12000574,150.128392,2.05573,1.31E+04,31.2,880,141.75,443.9,1,q1_q17_dr25_tce,4.069,297.72574,46.54884
0,1,0,0,0,0.82206761,132.243022,3.8281,2.62E+04,91.21,2941,17747.85,486.3,1,q1_q17_dr25_tce,3.962,298.91162,46.586578
0,0,1,0,0,45.03558951,132.633531,9.8341,4.05E+05,82.4,600,30.66,1763.5,1,q1_q17_dr25_tce,4.386,285.47278,46.69873
0,1,0,0,0,3.10197712,133.78902,7.083,1.25E+02,2.64,2246,6009.05,63.3,1,q1_q17_dr25_tce,4.232,298.57156,47.963951
0,0,1,0,0,2.618414643,134.044367,4.99923,2.01E+05,109.33,2582,10502.8,3260,1,q1_q17_dr25_tce,3.96,299.05673,47.909359
0,0,0,1,1,2.61844178,134.03782,3.203,4.51E+01,2.16,2033,4044.74,12.7,1,q1_q17_dr25_tce,3.502,299.07559,47.92078
0,0,1,0,0,19.40795816,135.3915368,6.09676,1.42E+05,44.96,633,37.92,2506.6,1,q1_q17_dr25_tce,4.485,282.60107,48.03669
0,1,0,0,1,0.933747375,131.5199,5.974,1.99E+02,8.93,2003,3820.18,35.9,1,q1_q17_dr25_tce,4.454,292.32864,48.021519
0,0,1,0,0,37.9102139,162.458419,3.11152,1.03E+05,29.45,358,3.89,1065.9,1,q1_q17_dr25_tce,4.686,287.05927,50.214031
0,0,0,1,1,3.74785307,134.17465,3.444,1.46E+02,9.04,2440,8389.62,17,1,q1_q17_dr25_tce,3.001,291.04498,50.282261
0,0,1,0,0,3.747835042,134.1877331,5.28519,1.89E+05,141.7,2697,12482.82,6016.2,1,q1_q17_dr25_tce,3.769,291.0614,50.25544
,0,1,0,0,0.94754848,132.266431,1.7347,1.13E+04,224.79,622,35.37,44.7,1,q1_q17_dr24_tce,5.087,294.01917,50.216606
0,0,0,1,1,1.75643185,132.0575,2.397,5.16E+01,0.58,1366,821.36,9.6,1,q1_q17_dr25_tce,4.57,295.94925,50.20892
0,0,1,0,0,1.756466865,132.030299,4.7781,1.88E+05,87.4,1831,2652.65,541.9,1,q1_q17_dr25_tce,4.077,296.00742,50.232609
0,0,1,0,0,33.15947581,159.8126411,9.01353,2.22E+05,146.47,1068,307.53,3733.6,1,q1_q17_dr25_tce,4.001,296.46429,50.286152
0,0,1,0,0,46.14869106,173.238091,19.092,3.50E+05,114.2,647,41.46,1021.3,1,q1_q17_dr25_tce,3.908,289.39417,50.368069
0,0,1,0,0,60.2976774,161.854691,14.2561,3.16E+05,63.57,481,12.63,1215.8,1,q1_q17_dr25_tce,4.434,293.48035,50.347488
0,0,1,0,0,1.703347524,132.4680448,3.3039,5.04E+05,47.62,1202,495.27,1288,1,q1_q17_dr25_tce,4.657,293.09494,38.361252
0,0,0,1,1,1.70332915,132.47294,1.663,9.85E+01,0.86,1420,965.03,8.9,1,q1_q17_dr25_tce,4.547,293.10568,38.37434
0,0,0,1,0,20.413812,148.5092,5.806,4.96E+02,16.5,586,27.84,11.6,1,q1_q17_dr25_tce,4.569,293.90091,38.308689
0,0,1,0,0,67.41958542,133.431122,7.645,1.82E+05,49.46,470,11.48,836,1,q1_q17_dr25_tce,4.425,294.43991,38.38084
0,1,0,0,0,7.363572395,138.70442,5.7545,1.30E+05,82.22,1287,649.25,224.9,2,q1_q17_dr25_tce,4.208,294.66467,38.333
0,0,1,0,0,33.69320154,158.866724,7.44219,5.09E+05,68.86,518,17.07,1618.4,1,q1_q17_dr25_tce,4.448,285.33658,38.45052
0,0,1,0,0,1.120997701,131.48486,11.243,1.46E+02,66.58,3992,60096.61,58.1,1,q1_q17_dr25_tce,3.373,294.93198,39.81242
0,0,1,0,0,1.874967748,132.701553,10.0159,3.15E+04,378.99,4440,91765.97,1566.6,1,q1_q17_dr25_tce,2.232,294.93637,39.852482
0,0,0,1,1,2.40440112,133.1975,5.49,2.71E+01,0.42,1172,447.52,16.7,1,q1_q17_dr25_tce,4.55,297.1174,39.859112
0,0,0,1,1,21.926779,135.5453,10.05,1.99E+02,1.26,618,34.52,10.5,1,q1_q17_dr25_tce,4.544,297.32239,39.87299
0,0,1,0,0,25.70600117,156.644215,10.969,4.65E+05,67.11,579,26.55,2008.1,1,q1_q17_dr25_tce,4.498,297.98264,39.894081
,1,0,0,0,501.90703,205.619,12.43,3.07E+02,1.83,254,0.99,10.3,1,q1_q17_dr24_tce,4.413,290.76251,39.910648
0,0,1,0,0,3.115304946,133.1240488,4.88748,1.50E+05,61.66,1404,918.39,1398.8,1,q1_q17_dr25_tce,4.419,290.95132,40.54797
0,1,0,0,1,12.422524,141.875,13.55,3.39E+01,0.86,1107,354.37,6.7,1,q1_q17_dr25_tce,4.281,297.59485,40.512299
,0,1,0,1,12.4269264,141.4499,21.826,1.27E+02,1.66,906,159.5,28.3,1,q1_q17_dr24_tce,4.044,297.63452,40.52652
0,1,0,1,1,12.4261809,141.5307,29.09,9.22E+01,1.88,976,214.85,39,1,q1_q17_dr25_tce,4.106,297.64059,40.531952
,1,0,0,0,0.61810542,131.74488,6.666,1.23E+04,39.52,1994,3735.52,118.7,1,q1_q17_dr24_tce,4.403,298.21118,40.512501
0,0,0,1,0,1.06995136,132.30469,1.322,5.48E+01,0.9,1991,3730.45,10.8,1,q1_q17_dr25_tce,4.274,298.40009,40.58567
0,0,1,0,0,2.158398259,131.894054,8.1633,9.30E+04,101.02,1829,2649.52,217,1,q1_q17_dr25_tce,3.778,283.0451,41.860062
,0,1,0,0,359.534371,218.68613,24.205,5.73E+03,64333.8,491,13.7,96,2,q1_q17_dr24_tce,3.183,283.25659,41.80315
,1,0,0,0,534.86668,209.0227,8.19,5.65E+02,4.3,328,2.74,8.3,1,q1_q17_dr24_tce,4.074,286.67697,41.826874
0,1,0,0,0,1.39797542,131.6767,9.06,4.32E+01,0.49,1316,709.8,15.5,1,q1_q17_dr25_tce,4.536,290.18521,41.867222
0,0,0,0,1,2.2127498,132.7452,3.054,2.27E+01,0.68,1801,2494.14,9.3,1,q1_q17_dr25_tce,4.106,291.60077,41.830639
0,1,0,0,0,0.776976021,132.2745574,1.95401,2.12E+04,48.15,2083,4459.03,1582.9,2,q1_q17_dr25_tce,4.423,291.99298,41.884125
0,0,1,0,0,2.25353739,132.486708,5.74622,1.83E+05,96.65,2056,4215.56,904.8,1,q1_q17_dr25_tce,4.119,297.13776,42.68
0,0,1,0,0,17.99646148,139.5431461,4.65638,6.28E+04,114.45,1004,240.38,1951.8,1,q1_q17_dr25_tce,3.788,283.01212,42.721272
0,0,1,0,0,1.386249249,132.742206,2.99104,4.72E+04,78.6,2137,4939.8,560,1,q1_q17_dr25_tce,4.135,283.16901,42.792114
,1,0,0,0,0.53482911,131.7369,0.996,7.04E+02,0.54,753,75.82,9.8,1,q1_q17_dr24_tce,5.08,286.61896,42.778561
0,1,0,0,1,0.566799833,131.64094,5.543,1.98E+02,1.27,1900,3084.6,54,1,q1_q17_dr25_tce,4.584,291.28311,42.741859
0,1,0,1,1,0.566795728,131.8148,2.79,1.89E+01,0.64,2755,13656.59,12.4,1,q1_q17_dr25_tce,4.151,291.65759,42.729649
0,0,1,0,0,14.66575978,139.5741023,3.65814,3.37E+05,67.17,712,60.89,1143.6,1,q1_q17_dr25_tce,4.369,291.70828,42.797001
0,1,0,1,1,0.566780836,131.8749,4.937,6.09E+01,0.75,2204,5608.62,18.7,1,q1_q17_dr25_tce,4.493,291.74335,42.769482
0,0,1,0,0,15.44605962,145.5341274,4.5963,3.31E+05,52.93,701,57.04,2025.2,1,q1_q17_dr25_tce,4.529,296.43854,43.965961
0.276,0,1,0,0,1.790518325,132.9384734,3.34624,6.15E+04,32.19,1850,2761.65,2493.3,1,q1_q17_dr25_tce,4.319,296.55594,43.967758
,1,0,0,0,1.03905082,132.5348,3.035,4.38E+01,0.87,2297,6581.45,9.9,1,q1_q17_dr24_tce,4.239,299.27612,43.936829
,1,0,1,0,0.503201954,131.78436,0.167,4.30E+01,2.99,3550,37526.28,8,1,q1_q17_dr24_tce,3.827,299.48206,43.916603
0,0,1,0,0,7.140373046,138.008012,7.07032,2.05E+05,61.56,1132,388.56,3250,1,q1_q17_dr25_tce,4.168,300.7731,43.962132
0,0,1,0,0,53.64708486,152.97204,19.9499,2.19E+05,142.04,753,75.91,3272.4,1,q1_q17_dr25_tce,3.506,300.83307,43.962311
0.003,0,1,0,0,2.496328637,132.2054088,2.73115,2.05E+04,112.28,2317,6804.42,1412.4,1,q1_q17_dr25_tce,3.842,289.23157,45.164322
0,0,1,0,0,16.31328124,136.853981,4.45731,7.16E+04,30.85,747,73.51,982.3,1,q1_q17_dr25_tce,4.44,289.53668,45.105141
0,0,1,0,0,1.721313779,132.5318957,3.54768,5.35E+05,83.69,1627,1658.35,742.8,1,q1_q17_dr25_tce,4.371,289.74515,45.18716
0,0,1,0,1,1.50650745,132.98683,2.622,2.78E+01,1.13,2498,9242.43,14.4,1,q1_q17_dr25_tce,4.003,293.82175,45.10775
0,0,1,0,0,8.209514329,134.0632157,4.14104,1.41E+05,149.52,1371,834.79,6579.3,1,q1_q17_dr25_tce,3.882,298.44855,45.104176
0,0,1,0,0,3.431126546,133.593104,2.7986,4.02E+04,47.48,1251,580.05,308.5,1,q1_q17_dr25_tce,4.349,285.6626,45.21772
0,0,1,0,0,1.583334941,132.377894,4.4854,1.77E+05,52,1548,1362.14,368.8,1,q1_q17_dr25_tce,4.472,286.78952,45.271381
0,1,0,0,0,8.429438192,132.2922535,3.94306,4.56E+05,49.49,582,27.16,3072.5,1,q1_q17_dr25_tce,4.602,286.81927,46.66478
,0,0,1,0,7.9320191,136.4321,8.18,1.25E+02,1.04,811,102.05,8.8,1,q1_q17_dr24_tce,4.441,298.0549,46.633461
0,0,1,0,0,1.374249107,131.662968,5.3181,1.37E+05,96.85,2725,13078.76,520.3,1,q1_q17_dr25_tce,3.958,298.59238,46.690529
0,0,0,1,1,8.4804737,135.834,6.157,3.37E+02,1.85,930,176.51,14.5,1,q1_q17_dr25_tce,4.471,298.73502,46.699791
,1,0,0,0,0.94242156,132.1165604,1.89,,,,,,1,q1_q17_dr24_tce,,299.07486,46.65892
0,0,1,0,0,4.994773558,136.1744922,4.48893,2.60E+05,62.69,1264,604.21,5742,1,q1_q17_dr25_tce,4.271,282.69977,46.717018
0,0,1,0,0,1.105094098,132.5461998,4.38191,7.31E+05,267.59,3771,47811.67,3732.8,1,q1_q17_dr25_tce,3.773,293.84622,48.050251
0,0,1,0,0,0.8170226,132.022858,2.974,1.68E+05,57.56,1947,3416.07,240.1,1,q1_q17_dr25_tce,4.438,296.38348,48.044006
0,0,1,0,0,19.40669392,149.807826,5.27765,4.65E+05,57.97,597,30.05,1496.8,1,q1_q17_dr25_tce,4.588,299.07828,48.021969
0,0,1,0,0,7.143708297,137.8041949,5.83451,2.03E+05,44.78,943,187,2368.6,1,q1_q17_dr25_tce,4.386,290.61478,48.186771
0,0,1,1,1,0.952377862,132.335117,4.0869,2.12E+03,28.44,1713,2023.36,390.8,2,q1_q17_dr25_tce,4.524,290.68866,48.1992
0,0,1,0,0,3.521050679,134.218545,3.5323,4.88E+03,256.2,2434,8306.9,337.2,1,q1_q17_dr25_tce,3.109,296.47855,48.14616
0.019,0,1,0,0,1.941635737,133.1097354,2.46683,6.98E+04,59.71,1728,2109.03,1243.7,1,q1_q17_dr25_tce,4.381,293.68073,50.300259
0,0,1,0,0,0.539445498,131.898299,2.2821,2.53E+04,68.65,2959,18153.51,511.4,1,q1_q17_dr25_tce,4.174,294.35016,50.35146
0,0,1,0,0,20.7106853,134.03192,42.737,1.00E+03,89.55,1246,570.64,154.4,1,q1_q17_dr25_tce,3.738,295.21255,50.31691
0,0,1,0,0,2.521245368,132.8563627,4.24027,4.18E+05,56.59,1241,560.57,1495.4,1,q1_q17_dr25_tce,4.486,286.42569,50.417019
0,0,0,1,1,2.52122764,132.86973,2.249,1.27E+02,0.91,1177,453.48,8.9,1,q1_q17_dr25_tce,4.575,286.42703,50.4063
,0,0,0,1,2.5212708,132.8596,2.706,1.63E+02,0.81,1003,238.81,7.8,1,q1_q17_dr24_tce,4.674,286.43137,50.40144
0,0,1,0,0,8.202869679,138.5109062,7.29811,3.46E+05,110.46,1190,474.09,6499.9,1,q1_q17_dr25_tce,4.059,291.94641,50.48196
0,0,1,0,0,3.442714533,132.3912568,3.36034,6.00E+04,47.02,1157,423.13,964.8,1,q1_q17_dr25_tce,4.501,296.37537,50.486801
0,0,0,1,1,475.91706,588.8926,22.86,9.67E+02,28.22,221,0.56,15.3,2,q1_q17_dr25_tce,4.372,297.75311,41.675991
,1,0,0,0,0.858285844,131.87904,1.799,4.34E+01,0.9,2274,6321.2,10.8,3,q1_q17_dr24_tce,4.196,293.02036,42.508835
0,0,0,0,1,6.238315363,134.3054225,2.501,8.29E+01,0.7,746,73.27,5.3,3,q1_q17_dr25_tce,4.61,286.63553,39.488621
0,0,1,0,0,2.115510941,131.99122,7.2877,4.15E+05,191.42,2701,12609.03,1351.5,1,q1_q17_dr25_tce,3.883,287.17612,38.433498
0,1,0,1,1,1.015044104,131.56407,10.994,1.58E+02,1.98,1979,3627.61,33.6,1,q1_q17_dr25_tce,4.318,287.77148,38.498711
0,0,1,0,0,3.711013336,132.4882537,3.31024,2.50E+04,55.69,1436,1003.75,757,1,q1_q17_dr25_tce,4.256,289.6983,38.406609
0,0,0,1,1,2.97606298,132.9637,4.124,7.22E+01,5.65,2615,11065.06,17.8,1,q1_q17_dr25_tce,3.158,290.14084,38.493809
0,1,0,0,1,2.97586085,133.0352,4.513,1.06E+02,0.85,1135,392.05,9.1,1,q1_q17_dr25_tce,4.508,290.16632,38.47644
0,0,1,0,0,14.65801395,140.4756141,3.03316,1.30E+05,121.59,855,126.35,3361.5,1,q1_q17_dr25_tce,3.986,290.73944,38.414139
0,0,1,0,0,18.83948744,137.7695421,5.62797,1.83E+05,45.2,734,68.54,2003.1,1,q1_q17_dr25_tce,4.454,291.38623,38.49147
0.004,0,0,1,0,0.555973803,131.96589,1.271,7.53E+01,1.9,3049,20544.64,23.3,1,q1_q17_dr25_tce,3.776,291.86655,38.409081
0,0,1,0,0,4.426344495,134.231165,5.84235,2.76E+05,78.3,1316,709.74,732.5,1,q1_q17_dr25_tce,4.277,292.83759,39.93383
0,0,1,0,0,0.957823876,132.414882,3.7232,1.05E+05,110.91,2649,11612.14,454.1,1,q1_q17_dr25_tce,3.865,293.12161,39.975552
0,0,1,0,0,5.024768971,133.120142,3.82433,5.30E+04,42.15,1159,425.9,696.5,1,q1_q17_dr25_tce,4.444,293.27969,39.91576
0,0,1,0,0,30.96021667,156.1595497,15.4308,3.40E+05,62.08,527,18.3,4578.3,1,q1_q17_dr25_tce,4.423,295.07663,39.958279
0,0,1,0,0,2.470283788,133.251861,7.8391,1.94E+05,157.82,2657,11792.22,967.7,1,q1_q17_dr25_tce,3.885,295.83401,39.952259
0,0,0,1,1,1.23516416,131.99301,4.713,6.46E+01,0.92,1866,2861.14,13,1,q1_q17_dr25_tce,4.428,295.86285,39.96711
0,0,0,1,1,1.23513471,132.0046,5.44,4.28E+01,0.7,1743,2172.96,12,1,q1_q17_dr25_tce,4.436,295.8656,39.9641
0.002,0,0,1,0,0.8903331,131.5337,2.643,1.34E+02,20.96,5714,251387.46,10.8,1,q1_q17_dr25_tce,2.437,298.16129,39.90097
0,0,1,0,0,20.00024281,134.82021,5.0042,1.31E+04,21.57,746,73.09,796.5,1,q1_q17_dr25_tce,4.438,298.21509,39.955101
0,0,1,0,0,10.21712165,137.2457336,4.35647,2.05E+05,81.1,994,230.53,3617.5,1,q1_q17_dr25_tce,4.196,299.18677,40.501701
0,0,0,1,0,0.618060842,131.63533,1.892,2.51E+01,0.51,1854,2791.09,9.6,1,q1_q17_dr25_tce,4.503,299.9982,40.550259
0,0,1,0,0,0.759764419,131.7927631,5.72501,3.93E+05,138.54,2715,12833.03,1728.1,1,q1_q17_dr25_tce,3.93,290.5174,40.696812
0,0,1,0,0,21.53926924,144.1542761,5.32432,1.44E+05,53,674,48.89,2642.2,1,q1_q17_dr25_tce,4.487,295.29691,40.66156
0,0,1,0,0,5.270733213,136.180853,2.7822,2.94E+05,37.93,693,54.59,553,1,q1_q17_dr25_tce,4.601,295.75555,40.61866
0,1,0,1,1,12.4232158,141.7294,17.67,2.62E+02,1.3,685,51.91,23.6,1,q1_q17_dr25_tce,4.577,297.54706,40.615742
0,1,0,1,0,4.3206933,131.8905,50.68,1.48E+02,1.66,1205,499.09,35.7,1,q1_q17_dr25_tce,4.45,293.26874,41.850719
0,0,1,0,0,16.48679636,131.6041706,7.06797,4.89E+04,46.92,1053,290.46,3181.5,1,q1_q17_dr25_tce,3.86,293.72183,41.873131
0,0,0,0,1,5.7768734,133.6218,5.762,7.10E+01,3.13,1399,905,10.1,1,q1_q17_dr25_tce,3.796,293.87863,41.856449
0,0,1,0,0,20.14880771,135.8116283,8.52557,5.27E+05,68.52,631,37.55,3487.5,1,q1_q17_dr25_tce,4.447,293.94894,41.855461
0.61,0,1,0,0,0.687772143,131.8669185,2.56725,4.04E+04,46.27,2097,4569.67,679.8,1,q1_q17_dr25_tce,4.413,294.88351,41.800461
0,0,1,0,0,0.843651274,131.9478111,2.80468,3.05E+05,39.98,1553,1371.12,1509.3,1,q1_q17_dr25_tce,4.578,297.67096,41.87598
0,0,1,0,0,1.142946648,131.9010021,3.40234,4.13E+05,43.5,1293,660.96,1054.4,1,q1_q17_dr25_tce,4.651,298.25748,41.850639
0,0,1,0,0,7.217010987,135.4523674,4.4215,7.87E+04,89.71,1096,341.36,1307,1,q1_q17_dr25_tce,4.246,298.69,41.880852
0.001,0,0,1,0,9.72869627,140.71571,5.628,2.52E+02,42.47,1126,379.75,19.1,1,q1_q17_dr25_tce,4.301,291.1738,44.449799
0,1,0,0,1,0.566791802,131.81736,2.2,4.93E+01,0.66,2040,4113.39,15.6,1,q1_q17_dr25_tce,4.544,291.76828,42.757221
0,1,0,0,0,2.245738777,133.2650421,8.61629,4.83E+05,99.05,1737,2156.25,2121.8,1,q1_q17_dr25_tce,4.287,292.68881,42.748001
0,0,1,1,1,2.24572117,133.26678,3.88,4.82E+01,0.74,1479,1131.64,13.6,1,q1_q17_dr25_tce,4.455,292.69376,42.760899
0,1,0,0,1,0.566801906,131.79673,1.626,8.97E+01,0.55,1344,774.11,27,2,q1_q17_dr25_tce,4.662,292.95926,42.799252
0,0,1,0,0,2.316171991,132.311636,4.03025,2.51E+05,49.53,1288,651.03,2338.3,1,q1_q17_dr25_tce,4.58,295.37515,42.75378
0,0,0,0,1,0.56680208,131.7056,1.22,,,,392.81,,1,q1_q17_dr25_tce,,291.45313,42.851227
0,1,0,0,1,0.566810701,131.80761,6.19,2.00E+02,1.49,1921,3220.92,45.9,1,q1_q17_dr25_tce,4.584,291.52869,42.86697
0,1,0,0,0,0.566813319,131.78768,3.752,1.29E+02,23.19,2313,6742.52,17,1,q1_q17_dr25_tce,4.466,291.53311,42.83847
0,1,0,0,0,28.78725751,137.094192,13.953,4.96E+04,91.26,971,210.02,1292,1,q1_q17_dr25_tce,3.461,281.08948,44.057941
0,0,1,0,0,0.835315046,131.9570817,2.45449,1.69E+04,30.54,1490,1160.98,939.5,1,q1_q17_dr25_tce,4.584,282.75241,44.048721
0,0,1,0,0,26.0164225,157.37769,4.1768,4.11E+04,61.04,755,76.63,285.4,1,q1_q17_dr25_tce,4.231,287.90555,44.01086
,1,0,0,0,593.19521,333.732,25.65,2.27E+02,1.63,234,0.71,7.1,1,q1_q17_dr24_tce,4.391,289.18787,44.006969
0,0,0,1,1,0.706430188,132.14208,1.301,5.08E+01,0.41,1473,1116.9,11,1,q1_q17_dr25_tce,4.689,290.59076,44.002579
0.167,0,1,0,0,0.78430061,132.23164,2.952,2.55E+02,1.14,1566,1416.91,20.5,1,q1_q17_dr25_tce,4.589,291.93063,45.22002
0,0,1,0,0,2.665875491,131.6187983,7.59461,1.61E+05,67.43,1502,1199.89,2274.7,1,q1_q17_dr25_tce,4.351,291.99097,45.234138
0,0,0,0,1,2.6658312,131.627,5.771,4.08E+01,0.99,1663,1807.48,12.4,1,q1_q17_dr25_tce,4.17,292.01447,45.205681
0,1,0,0,0,1.5765874,132.4469,15.18,2.92E+01,15.68,2946,17781.51,27.9,1,q1_q17_dr25_tce,3.688,293.5484,45.201
,0,1,0,0,28.02789136,158.348172,17.3269,2.43E+05,31.3,440,8.86,2829,1,q1_q17_dr24_tce,4.721,297.89444,45.211189
0,0,1,0,0,2.028512246,132.8392103,5.00309,1.22E+05,50.28,1542,1333.24,1545.8,1,q1_q17_dr25_tce,4.412,287.12561,46.733479
0,0,0,1,1,1.33256167,132.0567,3.743,5.95E+01,0.63,1326,727.84,13,1,q1_q17_dr25_tce,4.502,295.14157,46.793919
0,0,0,1,1,1.332567821,132.0544581,3.4844,3.10E+01,0.96,2395,7802.17,5,1,q1_q17_dr25_tce,4.047,295.15475,46.736641
0,0,0,1,1,1.332545609,132.05755,3.997,2.78E+02,28.37,5080,157611.61,31.4,1,q1_q17_dr25_tce,2.435,295.2258,46.76009
0,0,0,1,1,1.33256256,132.04698,3.088,1.75E+02,16.03,4529,99175.88,11.9,1,q1_q17_dr25_tce,2.321,295.23248,46.77037
0,0,0,1,1,1.33258981,132.0364,3.987,7.84E+01,0.67,1369,832.33,16.1,1,q1_q17_dr25_tce,4.595,295.28519,46.770592
0,0,1,1,1,1.33258375,132.0362,4.081,6.09E+01,0.84,1727,2096.92,16.4,1,q1_q17_dr25_tce,4.471,295.28735,46.75449
0,1,0,0,0,8.9648813,137.5394,61.23,4.55E+02,28.97,1040,276.3,109.9,1,q1_q17_dr25_tce,4.382,297.52359,46.703129
0.008,0,1,0,0,2.161583501,131.80273,4.0537,5.02E+04,29.61,1646,1741.01,239.2,1,q1_q17_dr25_tce,4.167,298.29193,48.194691
0,1,0,0,0,0.535493486,131.743209,2.57,5.40E+01,1.42,3181,24045.87,5.1,1,q1_q17_dr25_tce,4.035,285.25192,48.286209
0,0,1,0,0,24.26168383,147.2417593,7.1617,1.92E+05,58.48,659,44.55,5083.9,1,q1_q17_dr25_tce,4.473,285.97827,48.225491
0,0,1,0,0,32.5325215,147.077355,13.3991,8.35E+04,24.35,535,19.39,1595.1,1,q1_q17_dr25_tce,4.558,290.13074,48.289848
0,0,1,0,0,4.627775175,133.390355,3.4079,5.68E+03,32.62,1039,275.68,197.5,1,q1_q17_dr25_tce,4.541,296.44351,50.420441
,1,0,0,0,28.7850347,145.7978,2.102,1.03E+02,2.5,993,229.66,6.2,1,q1_q17_dr24_tce,3.824,286.68756,50.531506
0,0,1,0,0,6.096030635,135.0308909,18.4531,9.02E+05,406.97,1925,3246.2,4885.3,1,q1_q17_dr25_tce,3.867,296.10501,50.518471
0,0,1,0,0,31.95303877,142.708054,8.0461,1.77E+04,47.96,864,131.55,1364.9,1,q1_q17_dr25_tce,3.693,288.4874,50.675461
,0,0,0,1,5.9371708,135.957,4.954,1.57E+02,1.17,945,188.41,10.1,1,q1_q17_dr24_tce,4.426,289.14355,50.611198
0,0,1,1,1,0.577844035,131.88058,4.291,3.20E+02,18.93,1980,3647.63,94,1,q1_q17_dr25_tce,4.57,290.65952,50.711342
0,0,1,0,0,2.630090609,132.224741,13.6817,5.17E+05,83.5,1551,1371.02,1694.6,1,q1_q17_dr25_tce,4.292,294.38742,50.717098
0,0,1,0,0,43.20459678,146.5978539,15.0402,2.02E+05,43.15,519,17.15,4750.2,1,q1_q17_dr25_tce,4.507,296.27115,50.886292
0,0,1,0,0,1.75147897,132.47509,7.89,7.67E+01,1.8,2340,7086.5,68.2,2,q1_q17_dr25_tce,4.04,297.79224,46.935829
0,0,1,0,0,3.495457889,132.083941,6.9796,1.15E+05,84.49,2051,4186.71,724,1,q1_q17_dr25_tce,4.249,294.07187,38.426922
0,0,1,0,0,4.01668015,134.240703,2.2828,3.80E+04,22.11,1016,252.13,87.9,1,q1_q17_dr25_tce,4.497,286.45258,38.538342
0,0,0,1,1,1.89134156,132.6518,5.891,6.84E+01,0.99,1673,1856.23,10.3,1,q1_q17_dr25_tce,4.41,289.79056,38.52906
0,0,1,0,0,2.881100027,134.238752,9.43866,6.63E+05,446.29,2946,17809.19,3316.5,1,q1_q17_dr25_tce,3.675,290.47125,38.528561
0,0,1,1,0,0.806277023,131.78567,7.275,7.08E+01,0.89,2046,4119.09,37.9,1,q1_q17_dr25_tce,4.471,290.81723,38.53912
0,1,0,1,1,0.513482156,131.75477,2.732,9.16E+01,0.83,2072,4335.56,12.6,1,q1_q17_dr25_tce,4.495,292.64017,38.513569
,1,0,0,0,225.66716,195.6621,16.6,3.43E+02,1.94,331,2.82,11.7,6,q1_q17_dr24_tce,4.444,298.21509,39.955101
0.001,0,0,1,0,4.24748886,132.0562,3.053,1.21E+02,1.01,1079,319.94,10,1,q1_q17_dr25_tce,4.524,298.38226,39.913521
0.002,0,0,1,0,1.000012952,131.7614,1.221,3.60E+01,2.12,2858,15781.19,11.9,1,q1_q17_dr25_tce,3.534,298.47495,39.92321
0,0,1,0,0,0.878803439,132.267269,2.74503,4.11E+05,51.97,1347,775.9,524.8,1,q1_q17_dr25_tce,4.566,283.61157,40.05624
0,0,1,0,0,1.560158562,132.368518,3.4248,2.40E+05,45.91,1223,530.79,459.9,1,q1_q17_dr25_tce,4.548,286.65768,40.02726
