koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_slogg,ra,dec
0,0,1,1,1,5.93720557,171.57597,4.882,3.71E+02,1.84,894,150.81,59.9,1,q1_q17_dr25_tce,4.633,289.1702,50.627621
0,0,0,1,1,5.93719982,135.95338,3.95,1.76E+02,1.47,1059,297.14,37,1,q1_q17_dr25_tce,4.457,289.21481,50.650921
0,0,0,1,0,1.63345402,181.8556,3.817,3.59E+02,24.87,1750,2211.18,7.4,1,q1_q17_dr25_tce,4.372,296.93594,44.161045
0.004,0,1,0,0,14.02245146,177.5952096,8.08619,2.01E+04,14.93,810,101.92,2707.7,1,q1_q17_dr25_tce,4.401,290.99692,37.199219
0,0,1,1,1,2.442945167,171.09721,4.0145,6.78E+02,38.29,1587,1499.89,102.8,1,q1_q17_dr25_tce,4.121,290.27777,37.78933
0,0,0,1,0,1.312459403,132.22569,1.459,3.69E+01,1.65,2824,15018.33,13.9,1,q1_q17_dr25_tce,3.782,291.534,38.816261
0,0,0,1,1,2.11547854,132.0118,3.665,2.23E+02,1.66,1521,1264.56,21.6,1,q1_q17_dr25_tce,4.454,287.19815,38.42897
0,0,0,1,0,5.54867998,133.9285,4.665,6.89E+01,0.68,882,143.26,15.4,1,q1_q17_dr25_tce,4.514,300.93738,45.49007
0,1,0,0,0,1.22174063,132.0174,7.443,3.22E+01,0.46,1461,1081.5,19.4,4,q1_q17_dr25_tce,4.514,300.93738,45.49007
0,0,1,0,0,110.3216727,197.365128,13.3624,7.30E+03,18.6,761,79.11,2217.1,1,q1_q17_dr25_tce,4.159,290.85458,42.086922
0,0,0,1,0,1.086486129,131.96598,0.8383,6.60E+01,1.69,2539,9816.28,20.2,1,q1_q17_dr25_tce,3.861,289.32925,42.655811
0.003,0,0,1,0,5.78542702,137.09181,2.271,2.56E+02,1.91,1212,510.79,15.4,1,q1_q17_dr25_tce,4.374,297.42636,43.816502
0.001,0,0,1,0,1.633107509,170.19649,1.491,6.08E+01,0.53,1083,324.97,21.7,1,q1_q17_dr25_tce,4.596,288.82303,42.542728
,0,0,0,1,66.1544958,175.64641,6.945,1.97E+03,3.33,315,2.33,42.7,,,4.627,288.9256,42.531509
0,0,1,0,0,498.391282,244.08166,6.135,1.59E+03,17.14,339,3.11,49.7,1,q1_q17_dr25_tce,3.611,299.67615,40.856491
0,0,0,1,0,45.1178526,156.99133,3.737,3.89E+02,2.78,517,16.87,17.3,1,q1_q17_dr25_tce,4.339,296.78445,43.619011
0,0,0,1,0,0.803835923,131.80207,1.397,5.26E+01,0.78,2129,4863.18,12.4,1,q1_q17_dr25_tce,4.442,292.97775,38.42078
0,0,0,1,1,1.332557603,132.05691,6.043,2.25E+02,19.88,1703,1983.27,28.1,1,q1_q17_dr25_tce,4.487,295.2374,46.81963
0,0,1,1,1,11.32029599,177.08388,4.5866,4.30E+03,8.02,811,102.12,85,1,q1_q17_dr25_tce,4.438,293.26605,45.350697
0,0,1,1,1,44.14599042,211.531127,3.4015,4.47E+03,121.48,624,35.87,99.6,1,q1_q17_dr25_tce,4.383,288.32147,51.726601
0,0,1,1,0,1.411627439,178.263426,1.0814,5.15E+02,2.99,1966,3523.63,53.1,2,q1_q17_dr25_tce,4.383,288.32147,51.726601
0.001,0,0,1,0,4.39049637,134.12735,3.0112,1.14E+02,2.07,1637,1701.16,31.1,1,q1_q17_dr25_tce,3.989,282.25177,43.493759
0,0,0,1,0,14.0498182,140.50396,2.907,4.72E+02,1.45,480,12.56,14.5,1,q1_q17_dr25_tce,4.618,297.85632,40.218102
0,1,0,0,1,8.589562,132.0335,9.885,2.45E+02,15.95,891,148.61,14,1,q1_q17_dr25_tce,4.404,298.71362,46.903118
0,0,1,1,1,4.94402197,173.75192,4.062,3.63E+02,32.92,1419,958.29,33,1,q1_q17_dr25_tce,4.035,292.6933,37.705513
0.073,0,0,1,0,6.71725648,170.99733,2.5207,2.73E+02,2.78,1264,603.71,49.1,1,q1_q17_dr25_tce,4.094,292.05676,37.776192
0,0,0,0,1,1.33256952,132.03835,2.915,1.64E+02,1.06,1461,1076.99,16.5,1,q1_q17_dr25_tce,4.571,294.96246,46.676289
0,0,0,1,0,7.19552624,136.03008,4.095,2.15E+02,1.67,1037,273.05,15.6,1,q1_q17_dr25_tce,4.432,289.09106,40.751122
0,1,0,1,0,4.79179893,173.51679,2.9283,1.24E+02,26.26,1249,575.43,46.3,2,q1_q17_dr25_tce,4.408,295.94781,44.827831
0,0,1,1,0,3.741231778,171.70626,2.469,4.19E+02,1.55,951,193.55,66.6,1,q1_q17_dr25_tce,4.598,290.70102,38.954681
0,0,1,1,0,1.168310132,170.604205,1.31,2.83E+02,1.43,1577,1469.16,64.7,1,q1_q17_dr25_tce,4.487,291.12799,38.914688
0,0,1,1,1,25.9525478,174.84275,21.328,4.78E+02,74.69,865,132.4,57,1,q1_q17_dr25_tce,3.715,293.67245,38.985699
0.973,0,1,0,0,0.636424848,131.68872,0.947,2.18E+02,1.31,1846,2754.93,18.1,1,q1_q17_dr25_tce,4.538,285.15692,47.873329
0,0,1,0,0,8.55935323,137.22854,4.303,1.49E+02,1.21,921,169.77,20.4,1,q1_q17_dr25_tce,4.462,287.12234,42.70694
0,0,1,0,0,21.3419702,134.094,10.73,,,,105.86,,1,q1_q17_dr25_tce,,298.36188,41.781109
0,0,1,0,0,23.83680888,173.7759431,6.02854,2.97E+04,59.31,919,168.28,2793.4,1,q1_q17_dr25_tce,3.894,296.55386,43.543179
0,0,1,0,0,5.888835386,173.582863,3.7988,1.95E+04,584.67,1008,243.87,208.2,1,q1_q17_dr25_tce,4.438,290.20993,45.251904
0,0,1,1,1,1.089077863,171.230501,2.4676,1.34E+02,1.96,2359,7312.11,104.8,1,q1_q17_dr25_tce,4.098,288.02454,46.30587
0,0,0,1,1,7.86335883,171.00299,3.4303,4.67E+02,7.84,1195,482.18,74.3,1,q1_q17_dr25_tce,4.005,297.30969,46.449471
0,0,1,1,1,8.0970583,170.81044,5.699,6.81E+02,4.83,1203,495.31,76.4,1,q1_q17_dr25_tce,4.2,293.44879,37.722641
0,0,1,0,0,6.337614357,170.189414,1.742,1.81E+03,9.57,1351,787.89,132.7,1,q1_q17_dr25_tce,4.138,290.20364,38.374931
0,0,1,1,1,3.900140077,172.37193,3.77,5.43E+02,23.78,1253,582.32,53.6,1,q1_q17_dr25_tce,4.48,290.34735,38.377899
0,1,0,1,1,161.239891,189.1791,24.472,1.08E+03,3.48,294,1.77,23,1,q1_q17_dr25_tce,4.569,298.97055,40.382729
0,0,1,1,1,23.6272223,173.65096,7.9,1.55E+02,3.84,1358,804.44,65.8,1,q1_q17_dr25_tce,3.861,299.22189,44.180519
0.005,0,1,1,0,8.97349999,171.03075,3.1408,9.35E+02,36,2262,6178.9,44.1,1,q1_q17_dr25_tce,2.52,286.65604,46.783543
0.905,0,1,1,0,108.546946,151.1275,7.567,7.11E+02,29.67,985,222.7,15.3,2,q1_q17_dr25_tce,2.52,286.65604,46.783543
0,0,0,1,0,2.250826647,170.321819,1.536,5.34E+02,30.03,1489,1161.8,104.3,1,q1_q17_dr25_tce,4.308,293.57629,46.775471
0,1,0,0,0,0.436282594,170.702041,1.3988,5.36E+02,83.25,5187,170399.16,218.3,1,q1_q17_dr25_tce,3.853,298.70923,47.840019
0,0,0,1,1,4.8807805,133.705,9.4,7.90E+01,0.48,706,58.98,15.9,1,q1_q17_dr25_tce,4.738,296.25168,39.18399
0,0,1,1,1,2.21396685,132.56407,4.374,8.16E+01,0.84,1418,952.61,19.1,1,q1_q17_dr25_tce,4.461,284.29959,42.604321
0,0,1,1,1,8.58969597,174.9625,8.471,2.45E+02,20.8,882,143.02,45.9,1,q1_q17_dr25_tce,4.523,298.81821,46.94035
0,0,1,1,0,12.28351275,174.36652,3.634,5.98E+02,74.76,1342,765.56,23.4,1,q1_q17_dr25_tce,3.668,292.03107,39.24548
0,0,0,1,0,6.77449545,171.0118,2.5416,4.82E+02,29.41,1219,521.03,41.9,1,q1_q17_dr25_tce,4.265,293.57086,39.25264
0,0,1,0,0,27.6776801,173.796579,2.1704,1.15E+04,14.41,618,34.55,431.6,1,q1_q17_dr25_tce,4.486,294.5123,39.462139
0,0,1,1,0,0.605223042,131.75593,0.8986,2.32E+02,1.14,1728,2099.47,20.7,1,q1_q17_dr25_tce,4.559,298.78799,45.77422
0,0,0,1,0,25.503628,139.3578,3.913,2.04E+02,1.61,586,27.85,13.3,1,q1_q17_dr25_tce,4.54,296.04401,42.454708
0,0,1,1,1,8.4879444,176.92505,3.224,1.19E+02,1.23,969,208.99,19.5,1,q1_q17_dr25_tce,4.396,280.88184,47.564243
0.394,0,0,1,0,46.56675437,196.31173,7.831,8.01E+02,5.25,708,59.34,111.3,1,q1_q17_dr25_tce,4.132,291.81857,47.675282
0,0,1,1,1,19.5148412,132.60757,3.096,1.03E+02,2.8,1200,489.75,13.1,1,q1_q17_dr25_tce,3.854,283.91089,47.787048
0,0,1,1,0,5.76556718,134.96501,3.138,2.13E+02,1.66,1120,371.86,17.6,1,q1_q17_dr25_tce,4.404,289.29266,40.270611
0,1,0,0,1,0.566805887,131.8203886,5.2317,1.70E+00,0.08,1554,1368.32,0.8,1,q1_q17_dr25_tce,4.708,291.60175,42.86388
0,0,1,0,0,14.17097278,175.60775,3.7316,1.35E+04,20.88,1288,650.07,308.1,1,q1_q17_dr25_tce,4.231,296.935,44.850269
0,0,1,1,1,1.332562831,132.05088,6.24,2.98E+02,24.29,1532,1301.29,37.3,1,q1_q17_dr25_tce,4.549,295.21036,46.749321
0,0,1,1,0,10.43114677,133.936337,3.8853,2.94E+04,50.44,833,114.02,400.2,1,q1_q17_dr25_tce,4.438,295.91885,41.332432
0,0,1,0,0,175.329014,230.9292,6.269,1.06E+03,27.03,327,2.69,16.7,1,q1_q17_dr25_tce,4.499,291.78754,42.469528
0,0,0,1,1,2.61846258,134.02945,3.505,2.75E+02,1.03,843,119.68,18.7,1,q1_q17_dr25_tce,4.626,299.03448,47.90485
0,0,0,1,0,7.53887442,135.3319,3.147,3.42E+02,1.33,751,75.14,13.6,1,q1_q17_dr25_tce,4.601,299.72845,44.031811
0,0,0,1,0,0.53633519,131.71447,1.0547,4.44E+02,1.81,1974,3603.58,29.9,1,q1_q17_dr25_tce,4.569,298.65317,47.713711
0,0,1,0,0,23.6731242,160.628756,14.3948,2.31E+04,17.74,676,49.42,842.3,2,q1_q17_dr25_tce,4.338,297.66467,47.801392
0,0,0,1,0,1.371288853,131.93796,1.4528,6.62E+01,1.15,1837,2695.6,16.9,1,q1_q17_dr25_tce,4.378,293.0708,37.98687
0,1,0,1,1,1.332562787,132.05138,6.28,1.11E+03,29.1,1703,1983.27,125.2,1,q1_q17_dr25_tce,4.487,295.26227,46.78138
0.014,0,0,1,0,11.50528603,135.1016,2.098,2.60E+02,1.83,912,163.79,11.4,1,q1_q17_dr25_tce,4.41,296.11734,47.879829
0,0,1,0,0,2.98786272,168.011233,2.5814,4.28E+04,17.82,1064,303.15,98,1,q1_q17_dr25_tce,4.544,294.97745,38.678352
0,0,0,1,0,0.575884418,132.00778,2.0734,2.72E+02,31.17,2397,7790.32,43.2,1,q1_q17_dr25_tce,4.442,300.71927,45.09605
0,0,1,1,1,0.562555067,131.74958,1.7402,1.98E+02,1.21,2046,4128.4,21.7,1,q1_q17_dr25_tce,4.561,293.53629,39.69009
0,0,0,1,0,0.993703494,132.142,0.7645,6.74E+01,2.32,3257,26588.4,14.5,1,q1_q17_dr25_tce,3.808,293.98346,39.43042
0,0,1,1,1,30.9597053,139.43903,5.42,4.11E+02,16.63,438,8.67,13.7,1,q1_q17_dr25_tce,4.621,295.06442,39.960659
0.378,1,0,0,0,93.881556,131.5771,20.644,1.89E+02,2.02,479,12.42,23.7,3,q1_q17_dr25_tce,4.1,295.92065,47.448608
0,0,0,1,0,2.683395376,171.42605,1.8592,2.35E+02,2.55,1860,2833.83,52.9,1,q1_q17_dr25_tce,4.195,298.04419,47.627918
0,0,1,0,0,66.46746217,160.47651,19.6638,1.26E+04,11.97,466,11.18,1049.3,1,q1_q17_dr25_tce,4.403,300.15186,45.089611
0.351,0,1,0,0,2.671942657,169.853908,1.9119,1.59E+04,22.36,1458,1069.47,97.5,1,q1_q17_dr25_tce,4.335,291.15738,48.861145
0,0,0,1,1,1.50179931,131.55611,3.275,1.00E+02,0.72,1229,540.71,19.1,1,q1_q17_dr25_tce,4.613,295.21753,39.933128
0,0,0,1,0,5.07538255,133.92978,1.7,1.63E+02,1.74,1154,419.23,16,1,q1_q17_dr25_tce,4.334,299.44733,41.398121
0,0,0,1,0,1.02425556,131.49437,2.6439,1.63E+03,29.83,1503,1211.99,40.6,1,q1_q17_dr25_tce,4.594,300.97794,44.089069
0,0,0,1,1,4.63958598,172.21917,2.768,8.34E+01,1.52,1587,1496.31,28.1,1,q1_q17_dr25_tce,4.024,296.35733,48.86372
0,0,1,1,0,3.388887193,172.259054,2.4475,1.13E+04,10.72,1212,511.3,162.9,1,q1_q17_dr25_tce,4.438,292.03091,37.773529
0,0,1,1,0,0.512869432,132.01554,4.015,2.31E+03,31.12,2185,5384.53,133.9,3,q1_q17_dr25_tce,4.529,294.59052,41.94651
0,0,0,0,1,1.33251589,132.0842,4.216,1.41E+02,1.3,1747,2207.85,22.2,1,q1_q17_dr25_tce,4.291,294.53619,46.50983
0,0,1,1,0,0.545544979,131.72408,1.954,9.26E+01,0.93,2240,5913.74,24.8,1,q1_q17_dr25_tce,4.509,288.14764,43.099709
0,1,0,1,0,419.9750784,524.8465031,12.1687,2.75E+02,1.53,215,0.51,5.9,2,q1_q17_dr25_tce,4.477,281.74261,42.123081
0,0,0,1,0,25.9200092,138.1757,5.609,3.31E+02,1.28,515,16.59,10.9,1,q1_q17_dr25_tce,4.631,293.77737,38.775459
0,0,0,1,1,2.04516705,132.36168,3.625,1.55E+02,2.9,2945,17791.98,16.5,1,q1_q17_dr25_tce,4.112,298.38052,47.836048
0,0,1,0,0,6.397185875,174.365353,5.8638,1.89E+04,15.02,981,218.59,394.7,1,q1_q17_dr25_tce,4.438,290.26614,38.837917
0,0,0,1,1,2.976020742,171.65845,3.73,1.15E+02,2.07,1740,2169.16,60.6,1,q1_q17_dr25_tce,3.939,290.12018,38.50951
0,0,1,0,0,22.84524104,172.8026986,5.3007,4.57E+04,30.35,762,79.78,3845.4,1,q1_q17_dr25_tce,4.187,293.91489,50.46933
0,0,0,1,0,18.3980827,144.9175,4.438,1.45E+02,1.26,686,52.31,17.2,1,q1_q17_dr25_tce,4.381,290.97223,40.994678
0,0,0,1,0,13.6550963,137.52651,4.117,1.96E+02,1.35,780,87.46,14.6,1,q1_q17_dr25_tce,4.487,296.61996,48.9058
0,0,0,1,1,1.540411479,131.99239,1.703,1.07E+02,0.92,1446,1029.25,12.1,1,q1_q17_dr25_tce,4.57,286.01587,38.411339
0,0,0,1,1,3.74785358,134.18012,3.713,9.82E+01,0.89,1093,337.14,18.8,1,q1_q17_dr25_tce,4.537,290.9725,50.267948
0.189,1,0,0,0,35.080928,164.4576,6.92,1.01E+02,1.21,610,32.63,7.6,2,q1_q17_dr25_tce,4.353,299.67587,47.07584
0,0,0,1,1,0.828206212,135.722038,1.737,1.32E+02,3.88,3274,27125.5,68.1,1,q1_q17_dr25_tce,3.598,288.44153,45.609001
0,0,1,1,1,199.443024,240.85148,7.409,4.04E+03,9.3,332,2.86,55.1,1,q1_q17_dr25_tce,4.278,281.76578,44.57637
0.047,1,0,0,0,358.66044,296.9516,16.732,1.34E+02,1.62,304,2.02,15.6,1,q1_q17_dr25_tce,4.07,286.39584,43.075821
0,0,1,0,0,1.575631524,170.393276,2.59202,2.56E+04,28.66,1577,1464.43,465.4,1,q1_q17_dr25_tce,4.537,295.43478,46.203129
0.174,1,0,0,0,203.250506,208.4914,9.81,2.39E+02,1.35,292,1.71,7,5,q1_q17_dr25_tce,4.455,284.67728,44.79768
0,0,1,1,1,10.63624422,171.69616,5.055,2.32E+02,1.58,756,77.02,24.7,1,q1_q17_dr25_tce,4.591,285.3385,46.309872
0,0,1,1,0,5.428344915,169.753676,1.8931,1.38E+04,14.88,1033,269.19,140.2,1,q1_q17_dr25_tce,4.501,297.97424,46.804562
0.001,1,0,0,0,386.39833,365.94877,8.519,7.48E+02,2.2,214,0.49,4.9,2,q1_q17_dr25_tce,4.523,297.71039,48.083832
0,1,0,0,0,23.8761144,143.07006,9.3113,1.61E+03,10.45,1481,1135.6,225.5,2,q1_q17_dr25_tce,4.048,293.78574,45.01849
0,0,1,1,0,4.99270186,169.55323,3.1008,5.57E+02,26.6,1051,288.29,42.3,1,q1_q17_dr25_tce,4.429,296.80893,48.965389
0.122,1,0,1,0,7.7333361,133.58981,2.807,1.27E+02,0.57,479,12.41,9.3,3,q1_q17_dr25_tce,4.746,287.85812,42.542629
0,0,1,0,0,2.023123903,170.513161,1.1829,1.29E+03,2.87,1266,608.26,76,1,q1_q17_dr25_tce,4.578,288.84903,47.021969
0.374,1,0,0,0,19.5352551,148.20374,1.013,1.73E+03,0.53,161,0.16,5.9,2,q1_q17_dr25_tce,5.274,292.50378,41.830421
0,0,1,1,1,17.90766147,175.55977,5.396,1.09E+03,4.89,731,67.59,78.4,1,q1_q17_dr25_tce,4.471,296.10959,51.005501
0.269,1,0,0,0,354.78194,175.7246,6.46,1.93E+02,30.53,325,2.62,7.7,2,q1_q17_dr25_tce,4.025,293.72586,47.24704
0,0,0,1,0,9.27989,133.7457,3.33,1.64E+02,1.29,897,152.86,8.6,2,q1_q17_dr25_tce,4.456,284.84662,49.692402
0,0,1,0,0,22.26480657,173.103028,8.7941,1.94E+04,12.34,585,27.79,873.4,1,q1_q17_dr25_tce,4.566,288.6925,49.72353
0,0,0,1,0,2.217038096,171.69587,1.8575,5.44E+02,3.23,1697,1956.29,49.5,1,q1_q17_dr25_tce,4.352,291.54099,37.816559
,0,0,0,0,8.874603,140.2954,2.88,9.33E+01,1.24,1070,309.5,5.4,,,4.349,291.54099,37.816559
0.217,1,0,0,0,251.7512,271.06864,4.314,1.14E+02,1.25,272,1.29,7.5,2,q1_q17_dr25_tce,4.492,283.42911,47.59251
0.598,1,0,0,0,371.17573,458.7146,8.2,1.34E+02,4.07,610,32.64,12.1,2,q1_q17_dr25_tce,3.822,290.81604,47.682892
,0,0,0,0,200,171.27413,7.27,,,,,,,,,292.97882,48.99667
0.471,1,0,0,0,17.4217322,145.9011,4.718,2.08E+02,1.42,727,65.92,9.3,3,q1_q17_dr25_tce,4.456,284.84662,49.692402
0,0,0,1,0,4.66229074,169.65558,3.73,3.45E+02,24.12,1166,437.35,29.8,1,q1_q17_dr25_tce,4.454,290.62134,38.695499
0,0,1,1,1,2.908453928,170.12474,2.5363,4.28E+02,19.44,1181,459.47,40.4,1,q1_q17_dr25_tce,4.558,286.0705,38.975101
0,0,1,1,0,25.70280003,194.82512,3.1644,5.62E+03,33.1,562,23.68,67.9,1,q1_q17_dr25_tce,4.488,297.76697,49.446659
0,0,0,1,1,30.5528972,173.90269,5.269,8.65E+02,30.74,670,47.63,35.6,1,q1_q17_dr25_tce,4.349,290.96353,38.472542
0,0,0,1,1,4.804469031,169.63529,3.4587,7.44E+02,3.35,953,194.68,67.3,1,q1_q17_dr25_tce,4.528,289.31018,39.132221
0,0,1,1,1,3.74782314,171.66634,5.133,4.23E+02,25.59,1253,583.52,53.8,1,q1_q17_dr25_tce,4.454,291.02252,50.259109
0,0,1,1,0,1.09173174,170.37724,1.9719,1.87E+02,1.07,1488,1153.1,32.2,1,q1_q17_dr25_tce,4.587,296.25949,50.344372
0,0,0,1,1,2.9926465,170.80128,1.81,1.06E+02,0.89,1170,443.12,16.1,1,q1_q17_dr25_tce,4.549,289.8533,46.787151
,0,0,0,0,8.661374,177.5427,2.972,1.60E+02,1.32,945,188.16,4.7,,,4.472,291.02249,39.917629
0,0,1,1,0,10.29767658,131.73374,6.649,6.56E+02,39.14,1022,258.09,57,1,q1_q17_dr25_tce,4.075,289.79907,38.555061
,0,0,0,0,199.9976349,250.97231,3.43,,,,,,,,,298.70157,47.337315
,0,0,0,0,260.2071733,258.34887,6.59,,,,,,,,,296.18063,39.435452
0,0,1,1,1,4.045057186,172.68365,2.9954,7.53E+02,30.33,1126,381.17,62.2,1,q1_q17_dr25_tce,4.473,294.58817,40.165051
0,0,0,1,1,5.91037674,171.15166,3.421,2.57E+02,1.38,937,182.47,34.5,1,q1_q17_dr25_tce,4.443,293.83701,40.41275
0,1,0,1,0,0.635587392,133.41665,4.7,1.48E+02,28.58,2587,10637.41,40.9,2,q1_q17_dr25_tce,4.075,289.79907,38.555061
0.059,0,1,0,0,3.055171082,171.099046,1.6798,8.67E+03,35.24,1358,804.33,143.2,1,q1_q17_dr25_tce,4.426,297.39825,40.229191
0,0,1,0,0,252.0792347,240.234923,3.9808,5.58E+03,41.07,318,2.42,104.1,1,q1_q17_dr25_tce,4.434,288.19809,41.09417
0,0,0,1,0,27.04627886,171.95525,2.666,9.01E+02,3.54,636,38.62,48.8,1,q1_q17_dr25_tce,4.516,291.75223,41.311241
0,0,0,1,1,3.723560726,172.17977,3.435,5.40E+02,3.46,1401,910.65,58.9,1,q1_q17_dr25_tce,4.373,290.41916,41.525372
0,1,0,0,0,5.188671659,125.879388,5.0534,5.49E+02,5.2,2118,4750.81,331.6,2,q1_q17_dr25_tce,4.205,298.32425,42.38847
0.001,0,1,0,0,2.236100588,169.64852,1.8643,2.72E+04,55.59,1255,586.38,43,1,q1_q17_dr25_tce,4.578,285.11969,42.299129
0,0,0,1,1,2.399069173,171.45413,3.2576,2.87E+02,1.78,1354,792.76,37.8,1,q1_q17_dr25_tce,4.395,298.57642,40.491669
0.146,1,0,0,0,91.172033,154.9657,6.676,3.69E+02,1.58,360,3.96,7.3,2,q1_q17_dr25_tce,4.562,294.90594,43.381889
0,0,0,1,0,5.17968868,136.46144,3.7256,1.22E+02,18.91,972,211.06,48.4,1,q1_q17_dr25_tce,4.548,297.31979,43.332722
0.04,1,0,1,0,68.832195,172.12379,3.31,6.78E+02,2.35,411,6.71,8.2,2,q1_q17_dr25_tce,4.538,292.26813,37.955639
0,0,1,0,0,5.26640614,173.833637,3.6163,5.93E+04,38.05,1163,431.87,339.9,1,q1_q17_dr25_tce,4.296,293.96606,42.837269
0,0,1,1,0,44.18938922,209.98968,6.8151,4.29E+03,14,537,19.73,102,1,q1_q17_dr25_tce,4.438,286.5242,37.985432
0,0,1,1,0,47.878243,193.20518,4.066,9.10E+02,8.15,317,2.38,30.9,1,q1_q17_dr25_tce,4.634,286.2406,42.670231
0.9,0,0,1,0,1.583160478,169.965242,1.1935,7.33E+02,3.27,1619,1625.93,97.7,1,q1_q17_dr25_tce,4.476,288.50888,41.09589
0,0,1,1,1,9.50150926,175.67002,6.852,5.10E+02,25.77,843,119.55,34.8,1,q1_q17_dr25_tce,4.518,299.67938,40.965141
,0,0,0,1,4.33144839,173.69466,2.58,2.16E+02,1.07,939,183.62,17.3,1,q1_q17_dr24_tce,4.55,283.4711,41.873211
,1,0,0,0,7.05185637,133.3669015,3.69,,,,,,,,,289.73972,44.647419
0,0,1,0,0,17.17732821,170.54643,7.6702,2.44E+04,15.29,720,63.7,1357.5,1,q1_q17_dr25_tce,4.485,291.5563,38.446289
0.029,1,0,0,0,43.501748,164.2859,10.755,1.67E+02,10.1,996,232.53,9.5,2,q1_q17_dr25_tce,2.936,285.67288,44.11673
0,1,0,1,0,0.535224793,131.73629,3.3402,2.29E+02,1.09,1783,2385.75,48.8,2,q1_q17_dr25_tce,4.551,292.37903,39.435841
0.258,0,1,0,0,73.506021,163.5692,5.734,4.86E+02,2.37,471,11.66,11.3,2,q1_q17_dr25_tce,4.44,297.4809,46.589142
0.089,0,1,0,0,21.05647572,171.133613,1.238,1.29E+03,5.05,732,67.74,52.1,1,q1_q17_dr25_tce,4.381,286.87967,39.378391
0,0,1,1,0,31.80514278,186.38905,7.6213,4.68E+03,34.82,553,22.05,161.3,1,q1_q17_dr25_tce,4.545,298.04453,40.086361
0,0,1,0,0,37.60936976,190.724991,6.8615,2.76E+04,15.8,508,15.8,971.1,1,q1_q17_dr25_tce,4.483,289.36136,40.128819
0,0,1,0,0,49.26678528,191.187887,5.5692,8.49E+03,929.36,538,19.79,309,1,q1_q17_dr25_tce,4.382,297.77219,40.15506
0,0,1,1,0,3.613757526,171.422542,5.9128,4.87E+03,7.05,1182,461.67,591.2,1,q1_q17_dr25_tce,4.498,299.07513,40.35833
0,0,1,1,1,11.34436822,172.84392,5.558,5.86E+02,17.21,703,57.67,52.2,1,q1_q17_dr25_tce,4.602,290.53214,44.77512
0,0,0,1,0,1.576341127,170.88145,3.1232,3.35E+02,2.96,1797,2460.7,88.7,1,q1_q17_dr25_tce,3.967,298.42087,44.950802
0,0,0,1,1,2.340523247,170.19754,3.156,1.75E+02,1.4,1456,1063.8,37.2,1,q1_q17_dr25_tce,4.397,289.35855,42.526192
0.186,0,0,1,0,39.0930875,147.6774,5.687,4.76E+02,2.99,602,31.11,10.1,2,q1_q17_dr25_tce,4.343,301.57855,44.31218
1,0,0,1,0,22.4098677,147.38366,2.271,6.98E+01,0.73,489,13.55,11.9,6,q1_q17_dr25_tce,4.602,281.48273,47.208031
,0,0,1,0,363.706662,204.02069,8.553,1.62E+03,5.26,283,1.51,43.7,,,4.397,293.9285,45.142509
0,0,1,1,0,0.80489537,132.0521644,0.92,,,,,,3,q1_q17_dr25_tce,,288.08749,43.876141
0.174,1,0,0,0,276.3236015,162.1955353,9.8964,8.13E+01,1.21,352,3.63,4.6,4,q1_q17_dr25_tce,4.257,297.51782,49.917702
0,0,1,1,0,11.75560012,176.07519,4.7,6.49E+02,22.39,716,62.19,46.3,1,q1_q17_dr25_tce,4.575,290.02872,43.261089
0,0,1,1,1,17.79421914,169.605214,4.1918,1.55E+03,25.27,606,31.94,111.5,1,q1_q17_dr25_tce,4.574,288.02509,43.544579
0.384,1,0,0,0,6.12601169,134.83637,1.733,4.02E+01,0.83,1141,400.49,7,1,q1_q17_dr25_tce,4.146,291.48425,37.397282
0,0,1,0,0,7.216951388,176.283024,1.89082,4.28E+03,41.57,1055,292.7,312.2,1,q1_q17_dr25_tce,4.38,292.24802,40.696049
0,0,0,1,1,15.85238672,174.22654,5.179,9.29E+02,32.21,775,85.35,36.5,1,q1_q17_dr25_tce,4.322,299.00867,40.662231
0,0,0,0,1,2.404483552,133.170974,0.2961,8.00E-01,0.48,2078,4402.44,0,3,q1_q17_dr25_tce,3.823,299.702,40.896271
0,0,1,1,1,13.54204116,171.09767,3.334,3.39E+02,2.01,794,93.98,26.4,1,q1_q17_dr25_tce,4.395,297.27911,43.567871
0,1,0,0,0,462.12069,307.6255,10.42,6.34E+02,2.46,249,0.91,9.9,1,q1_q17_dr25_tce,4.411,286.21048,37.465591
0,0,1,1,0,12.39894005,172.78184,4.262,7.03E+02,4.06,890,148.37,50.7,1,q1_q17_dr25_tce,4.41,294.90851,43.986568
0,0,1,0,0,20.35509657,175.3437299,5.33265,2.51E+04,17.53,720,63.6,1703.2,1,q1_q17_dr25_tce,4.404,290.42538,41.139149
0.017,0,0,1,0,5.92240377,173.81802,3.691,4.13E+02,2.77,1087,329.86,44.4,2,q1_q17_dr25_tce,4.404,290.42538,41.139149
0.368,1,0,0,0,24.7222403,146.4611,4.53,2.90E+02,1.31,536,19.53,9.3,2,q1_q17_dr25_tce,4.592,289.70703,41.84354
